"category","products","law","profit","due","bools","date","bools2_list","structure"
"원금비보장지수형","HSCEI--S&P500--EUOSTOXX50","95-95-90-90-85-85/45(종가)",8.2,"3년/6개월","비보장",2015-01-16,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",11,"3년/6개월","비보장",2015-01-16,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","92-92-87-87-82-82/55(종가)",8.6,"3년/6개월","비보장",2015-01-16,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/60(종가)",9,"3년/6개월","비보장",2015-01-16,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",8,"3년/6개월","비보장",2015-01-16,"미상환","스텝다운"
"원금비보장지수형","HSCEI","95-95-90-90-85-85/50(종가)",5.7,"3년/6개월","비보장",2015-01-16,"미상환","스텝다운"
"원금지급형","KOSPI200","85-100 (PR 40%),100-118 (PR 40%)",7.2,"1년/","지급",2015-01-14,"상환","양방향넉아웃"
"원금비보장지수형","KOSPI200--HSCEI","100-105-105-110-115-120/150(종가)",7,"1.5년/3개월","비보장",2015-01-14,"상환","리버스스텝업"
"원금비보장지수형","KOSPI200--EUROSTOXX50--HSCEI","95-95-90-90-85-85/60(종가)",7.8,"3년/6개월","비보장",2015-01-14,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/60(종가)",9.4,"3년/6개월","비보장",2015-01-14,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","87-87-87-87-87-87/57(종가)",8.7,"3년/6개월","비보장",2015-01-14,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",7.3,"3년/6개월","비보장",2015-01-14,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","90-90-90-85-85-85/55(종가)",7.8,"3년/6개월","비보장",2015-01-14,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",8.2,"3년/6개월","비보장",2015-01-14,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","87-87-87-85-85-85/55(종가)",7.4,"3년/6개월","비보장",2015-01-14,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","93-93-88-88-83-83/55(종가)",6.6,"3년/6개월","비보장",2015-01-14,"상환","스텝다운"
"원금비보장지수형","HSCEI","90-90-90-85-85-85/55(종가)",5.8,"3년/6개월","비보장",2015-01-14,"상환","스텝다운"
"원금지급형","HSCEI--EUROSTOXX50","100/No KI",5,"3년/6개월","지급",2015-01-12,"미상환","Hi-Five"
"원금비보장지수형","EUROSTOXX50--HSCEI","95-95-90-90-85-85/55(종가)",7.2,"3년/6개월","비보장",2015-01-12,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX500","95-95-90-90-85-85/60(종가)",11,"3년/6개월","비보장",2015-01-12,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX500","95-95-90-90-85-85/50(종가)",8.1,"3년/6개월","비보장",2015-01-12,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.5,"3년/6개월","비보장",2015-01-12,"상환","Fixed"
"원금비보장지수형","HSCEI--EUROSTOXX50","80-80-80-80-80-80/60(종가)",4,"3년/6개월","비보장",2015-01-12,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/60(종가)",8.52,"3년/6개월","비보장",2015-01-09,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX500","95-95-90-90-85-85/50(종가)",8,"3년/6개월","비보장",2015-01-09,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",9.2,"3년/6개월","비보장",2015-01-09,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-60(No K.I)",6.2,"3년/6개월","비보장",2015-01-09,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/60(종가)",6.8,"3년/6개월","비보장",2015-01-09,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",7.8,"3년/6개월","비보장",2015-01-09,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","90-90-90-85-85-85/60(종가)",6.3,"3년/6개월","비보장",2015-01-09,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","",5.2,"3년/6개월","비보장",2015-01-09,"상환","2in1"
"원금지급형","KOSPI200","100-120(PR 35%)",9,"1.5년/","지급",2015-01-09,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI","100-95-90-90-85-85/60(종가)",6.6,"3년/6개월","비보장",2015-01-07,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",10.5,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/60(종가)",9.2,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6.3,"3년/6개월","비보장",2018-01-02,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","93-93-88-88-83-83/55(종가)",9,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",8.2,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","93-93-88-88-83-83/58(종가)",7.2,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-100-105-105-110-115/145(종가)",7.6,"1.5년/3개월","비보장",2015-01-07,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","95-95-90-90-85-85/55(종가)",7,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금비보장지수형","HSCEI","90-90-90-85-85-85/55(종가)",6,"3년/6개월","비보장",2015-01-07,"상환","스텝다운"
"원금지급형","KOSPI200","85-100 (PR 45%),100-115(PR 45%)",6.75,"1년/","지급",2015-01-07,"상환","양방향넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/60(종가)",8.52,"3년/6개월","비보장",2014-12-31,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/50(종가)",8.2,"3년/6개월","비보장",2014-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",8.1,"3년/6개월","비보장",2014-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-60(No K.I)",6.6,"3년/6개월","비보장",2014-12-31,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",10.8,"3년/6개월","비보장",2014-12-31,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/60(종가)",6.8,"3년/6개월","비보장",2014-12-31,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",8,"3년/6개월","비보장",2014-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-100-105-105-110-115/145(종가)",8.1,"1.5년/3개월","비보장",2014-12-31,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","88-88-88-85-85-85/55(종가)",5.9,"3년/6개월","비보장",2014-12-31,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",5.4,"3년/6개월","비보장",2014-12-31,"상환","2in1"
"원금지급형","KOSPI200","100-120(PR 35%)",9,"1.5년/","지급",2014-12-31,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI","100-95-90-90-85-85/60(종가)",6.54,"3년/6개월","비보장",2014-12-26,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--S&P500","90-90-90-85-85-85/60(종가)",8.6,"3년/6개월","비보장",2014-12-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","90-90-90-85-85-85/60(종가)",6.6,"3년/6개월","비보장",2014-12-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/55(종가)",7,"3년/6개월","비보장",2014-12-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-60(No K.I)",5.4,"3년/6개월","비보장",2014-12-26,"상환","파워스텝다운"
"원금비보장지수형","HSCEI","90-90-90-85-85-85/60(종가)",5.7,"3년/6개월","비보장",2014-12-26,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/60(종가)",8.4,"3년/6개월","비보장",2014-12-24,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",9.5,"3년/6개월","비보장",2014-12-24,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/50(종가)",7.1,"3년/6개월","비보장",2014-12-24,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.8,"3년/6개월","비보장",2014-12-24,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-60(No K.I)",6.4,"3년/6개월","비보장",2014-12-24,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",7.8,"3년/6개월","비보장",2014-12-24,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/50(종가)",5.5,"3년/6개월","비보장",2014-12-24,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-105-105-110-115-120/145(종가)",7.2,"1.5년/3개월","비보장",2014-12-24,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","95-95-90-90-85-85/55(종가)",6.9,"3년/6개월","비보장",2014-12-24,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",5.2,"3년/6개월","비보장",2014-12-24,"상환","2in1"
"원금지급형","KOSPI200","100-118(PR 40%)",9.2,"1.5년/","지급",2014-12-24,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/50(종가)",8,"3년/6개월","비보장",2014-12-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/50(종가)",6.8,"3년/6개월","비보장",2014-12-22,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",9.6,"3년/6개월","비보장",2014-12-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","93-93-88-88-83-83/55(종가)",6.6,"3년/6개월","비보장",2014-12-22,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-95-90-90-85-85/60(종가)",6.42,"3년/6개월","비보장",2014-12-19,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",10.5,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",9.8,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.6,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","KOSPI200--NIKKEI225--HSCEI","90-90-90-85-85-85/60(종가)",10.5,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/60(종가)",8.5,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/60(종가)",6.6,"3년/6개월","비보장",2014-12-19,"상환","Fixed"
"원금비보장지수형","KOSPI200--S&P500","95-95-90-90-85-85/55(종가)",5.4,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","93-93-88-88-83-83/55(종가)",6.4,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-100-105-105-110-115/140(종가)",9.2,"1.5년/3개월","비보장",2014-12-19,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","90-90-90-85-85-85/60(종가)",6,"3년/6개월","비보장",2014-12-19,"상환","스텝다운"
"원금지급형","KOSPI200","90-100 (PR 70%), 100-115(PR 70%)",10.5,"1년/","지급",2014-12-19,"상환","양방향넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/60(종가)",8.16,"3년/6개월","비보장",2014-12-17,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-85-85-80/60(종가)",10.6,"3년/6개월","비보장",2014-12-17,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-80-80/55(종가)",6.7,"3년/6개월","비보장",2014-12-17,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/50(종가)",7.8,"3년/6개월","비보장",2014-12-17,"상환","스텝다운"
"원금비보장지수형","S&P500--EUROSTOXX50","95-95-90-90-85-85/55(종가)",7,"3년/6개월","비보장",2014-12-17,"미상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.5,"3년/6개월","비보장",2014-12-17,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","93-93-93-88-88-88-83-83-83/55(종가)",7.2,"3년/4개월","비보장",2014-12-17,"미상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-60(No K.I)",7,"3년/6개월","비보장",2014-12-17,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","90-90-90-85-85-85/60(종가)",6.2,"3년/6개월","비보장",2014-12-17,"상환","스텝다운"
"원금비보장지수형","KOSPI200--NIKKEI225","100-105-105-110-115-120/145(종가)",7.2,"1.5년/3개월","비보장",2014-12-17,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","93-93-90-90-87-87/55(종가)",6.8,"3년/6개월","비보장",2014-12-17,"상환","스텝다운"
"원금지급형","KOSPI200--HSCEI","100/No KI",4,"3년/6개월","지급",2014-12-17,"상환","Hi-Five"
"원금지급형","KOSPI200","100-118(PR 30%)",7.9,"1.5년/","지급",2014-12-17,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/55(종가)",6.96,"3년/6개월","비보장",2014-12-15,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/50(종가)",5.2,"3년/6개월","비보장",2014-12-15,"상환","Fixed"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",10,"3년/6개월","비보장",2014-12-15,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/50(종가)",7,"3년/6개월","비보장",2014-12-15,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/55(종가)",7.2,"3년/6개월","비보장",2014-12-15,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-95-90-90-85-85/60(종가)",6.24,"3년/6개월","비보장",2014-12-12,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",10.6,"3년/6개월","비보장",2014-12-12,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/60(종가)",8.5,"3년/6개월","비보장",2014-12-12,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",6,"3년/6개월","비보장",2014-12-12,"상환","Fixed"
"원금비보장지수형","NIKKEI225--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",10,"3년/6개월","비보장",2014-12-12,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-95-90-90-90-85-85-85/60(종가)",8.61,"3년/4개월","비보장",2014-12-12,"미상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-60(No K.I)",6,"3년/6개월","비보장",2014-12-12,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",7.6,"3년/6개월","비보장",2014-12-12,"상환","스텝다운"
"원금비보장지수형","NIKKEI225--HSCEI","100-105-105-110-110-115/145(종가)",10.2,"1.5년/3개월","비보장",2014-12-12,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","90-90-85-85-80-80/60(종가)",5,"3년/6개월","비보장",2014-12-12,"미상환","스텝다운"
"원금지급형","KOSPI200","100-120(PR 30%)",8,"1.5년/","지급",2014-12-12,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/60(종가)",7.62,"3년/6개월","비보장",2014-12-10,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.4,"3년/6개월","비보장",2014-12-10,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/60(종가)",6.2,"3년/6개월","비보장",2014-12-10,"상환","Fixed"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.3,"3년/6개월","비보장",2014-12-10,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/45(종가)",5.6,"3년/6개월","비보장",2014-12-10,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/50(종가)",6,"3년/6개월","비보장",2014-12-10,"상환","스텝다운"
"원금비보장지수형","KOSPI200--S&P500","95-95-90-90-85-85/55(종가)",5.2,"3년/6개월","비보장",2014-12-10,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","90-90-90-85-85-85/60(종가)",5,"3년/6개월","비보장",2014-12-10,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-100-105-105-110-115/145(종가)",6.8,"1.5년/3개월","비보장",2014-12-10,"상환","리버스스텝업"
"원금비보장지수형","HSCEI","95-95-90-90-85-85/60(종가)",7.1,"3년/6개월","비보장",2014-12-10,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","98-98-93-93-90-90/60(종가)",5,"3년/6개월","비보장",2014-12-10,"상환","2in1"
"원금지급형","KOSPI200--HSCEI","101/No KI",4.1,"3년/6개월","지급",2014-12-10,"상환","Hi-Five"
"원금지급형","KOSPI200","90-100 (PR 70%), 100-115(PR 70%)",10.5,"1년/","지급",2014-12-10,"상환","양방향넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.6,"3년/6개월","비보장",2014-12-08,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.4,"3년/6개월","비보장",2014-12-08,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",4.8,"3년/6개월","비보장",2014-12-08,"상환","Fixed"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/60(종가)",9,"3년/6개월","비보장",2014-12-08,"상환","스파이크"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",8,"3년/6개월","비보장",2014-12-08,"상환","스파이크"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/55(종가)",6.48,"3년/6개월","비보장",2014-12-05,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI","100-95-90-90-85-85/60(종가)",5.64,"3년/6개월","비보장",2014-12-05,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/50(종가)",7,"3년/6개월","비보장",2014-12-05,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-60(No K.I)",4,"3년/6개월","비보장",2014-12-05,"미상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",5.2,"3년/6개월","비보장",2014-12-05,"상환","Fixed"
"원금비보장지수형","NIKKEI225--HSCEI--EUROSTOXX50","90-90-85-85-80-60(No K.I)",8,"3년/6개월","비보장",2014-12-05,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.4,"3년/6개월","비보장",2014-12-05,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-60(No K.I)",4.9,"3년/6개월","비보장",2014-12-05,"미상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","97-97-92-92-87-87/55(종가)",6,"3년/6개월","비보장",2014-12-05,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-105-105-110-110-115/140(종가)",6.7,"1.5년/3개월","비보장",2014-12-05,"상환","리버스스텝업"
"원금비보장지수형","KOSPI200--HSCEI","97-97-92-92-87-87/60(종가)",4.6,"3년/6개월","비보장",2014-12-05,"상환","2in1"
"원금지급형","KOSPI200","100-120(PR 25%)",7,"1.5년/","지급",2014-12-05,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/60(종가)",7.62,"3년/6개월","비보장",2014-12-03,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",10,"3년/6개월","비보장",2014-12-03,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","88-85-85-80-75-60(No K.I)",5,"3년/6개월","비보장",2014-12-03,"상환","파워스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/50(종가)",4.4,"3년/6개월","비보장",2014-12-03,"상환","Fixed"
"원금비보장지수형","NIKKEI225--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",10,"3년/6개월","비보장",2014-12-03,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/50(종가)",6,"3년/6개월","비보장",2014-12-03,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",4.7,"3년/6개월","비보장",2014-12-03,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",5.4,"3년/6개월","비보장",2014-12-03,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","90-90-90-85-85-85/55(종가)",3.6,"3년/6개월","비보장",2014-12-03,"미상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-100-105-105-110-115/145(종가)",6.2,"1.5년/3개월","비보장",2014-12-03,"상환","리버스스텝업"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","(A): 95-95-90-90-85-85/60(종가/연 10.20%), (B): 85-85-85-85-85-85/55(종가/연 5.20%)",10.2,"3년1개월/6개월","비보장",2014-12-03,"미상환","스탠바이"
"원금지급형","HSCEI--EUROSTOXX50","100/No KI",4.8,"3년/6개월","지급",2014-12-03,"상환","Hi-Five"
"원금지급형","KOSPI200","100-115(PR 35%)",6.25,"1년/","지급",2014-12-03,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI","100-95-90-90-85-85/60(종가)",6.06,"3년/6개월","비보장",2014-11-28,"상환","월지급식"
"원금비보장지수형","KOSPI200--NIKKEI225--HSCEI","90-90-90-85-85-85/55(종가)",8,"3년/6개월","비보장",2014-11-28,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.4,"3년/6개월","비보장",2014-11-28,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/50(종가)",6.7,"3년/6개월","비보장",2014-11-28,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","82-82-82-82-82-82/60(종가)",4,"3년/6개월","비보장",2014-11-28,"상환","Fixed"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.2,"3년/6개월","비보장",2014-11-28,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","85-85-85-85-85-85/55(종가)",4.6,"3년/6개월","비보장",2014-11-28,"상환","Fixed"
"원금비보장지수형","HSCEI--EUROSTOXX50","100-100-105-105-110-115/140(종가)",6.9,"1.5년/3개월","비보장",2014-11-28,"상환","리버스스텝업"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/55(종가)",5.8,"3년/6개월","비보장",2014-11-28,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","90-90-90-85-85-85/60(종가)",5,"3년/6개월","비보장",2014-11-28,"상환","스텝다운"
"원금지급형","KOSPI200--HSCEI","101/No KI",4,"3년/6개월","지급",2014-11-28,"상환","Hi-Five"
"원금지급형","KOSPI200","100-120(PR 30%)",8,"1.5년/","지급",2014-11-28,"상환","상승넉아웃"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","100-95-90-90-85-85/55(종가)",6.18,"3년/6개월","비보장",2014-11-26,"상환","월지급식"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","95-95-90-90-85-85/60(종가)",10,"3년/6개월","비보장",2014-11-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","90-90-90-85-85-85/55(종가)",7.2,"3년/6개월","비보장",2014-11-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-85/60(종가)",6.2,"3년/6개월","비보장",2014-11-26,"상환","Fixed"
"원금비보장지수형","KOSPI200--HSCEI--EUROSTOXX50","85-85-85-85-85-60(No K.I)",4.2,"3년/6개월","비보장",2014-11-26,"상환","파워스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","95-95-90-90-85-85/55(종가)",8.2,"3년/6개월","비보장",2014-11-26,"상환","스텝다운"
"원금비보장지수형","HSCEI--EUROSTOXX50","90-90-90-85-85-85/50(종가)",5.6,"3년/6개월","비보장",2014-11-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","95-95-90-90-85-85/60(종가)",7,"3년/6개월","비보장",2014-11-26,"상환","스텝다운"
"원금비보장지수형","KOSPI200--HSCEI","100-100-105-105-110-115/140(종가)",7.8,"1.5년/3개월","비보장",2014-11-26,"상환","리버스스텝업"
