Symbol,Name,Industry,IndustryCode,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
CRM,Salesforce.Com Inc,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,7,7,7,7,7,12,12
DHR,Danaher Corp,헬스케어 장비 및 용품,561010.0,1,3,3,4,3,7,7,7,7,7,7,7
MRK,Merck & Co Inc,제약,562010.0,1,3,3,3,3,1,1,1,1,7,12,12
NVS,Novartis AG ADR,제약,562010.0,1,3,3,3,3,1,1,1,1,7,12,12
MCD,McDonald's Corp,호텔 및 엔터테인먼트,533010.0,1,3,3,3,3,7,7,7,7,7,12,12
MS,Morgan Stanley,투자은행 및 서비스,551020.0,1,3,4,4,6,2,2,2,2,3,7,7
UPS,United Parcel Service Inc Class B,화물 및 물류 서비스,524050.0,1,3,4,4,6,2,2,7,3,3,7,7
BHP,BHP Group Ltd ADR,메탈&마이닝,512010.0,1,3,3,3,3,7,3,3,3,7,3,3
T,AT&T Inc,통신 서비스,574010.0,2,2,0,2,2,4,4,0,0,0,0,13
SCHW,Charles Schwab Corp,투자은행 및 서비스,551020.0,1,1,4,4,6,2,2,2,2,2,2,2
PM,Philip Morris International Inc,식품 및 담배,541020.0,2,2,2,5,5,6,8,8,8,8,8,8
RY,Royal Bank of Canada,은행,551010.0,1,1,4,4,6,2,2,2,2,2,2,2
TD,Toronto-Dominion Bank,은행,551010.0,1,1,4,1,6,2,2,2,5,2,2,2
TTE,TotalEnergies SE ADR,오일 및 가스,501020.0,0,0,0,0,0,0,0,9,9,5,9,0
LOW,Lowe's Companies Inc,전문품 상점,534030.0,1,3,3,4,6,7,7,7,7,3,7,7
UNP,Union Pacific Corp,화물 및 물류 서비스,524050.0,1,3,3,3,3,7,7,7,7,7,12,12
LIN,Linde PLC,화학,511010.0,1,3,3,4,3,7,7,7,7,7,7,7
BX,Blackstone Inc,투자은행 및 서비스,551020.0,1,3,4,4,6,7,7,7,2,3,7,7
BMY,Bristol-Myers Squibb Co,제약,562010.0,1,1,4,5,5,3,6,6,6,11,11,11
AXP,American Express Co,은행,551010.0,1,3,3,4,6,7,2,7,2,1,7,7
RTX,Raytheon Technologies Corp,우주항공 및 국방,521010.0,0,0,1,1,1,5,5,5,5,5,5,1
MDT,Medtronic PLC,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,7,7,7,7,7,12,12
CVS,CVS Health Corp,헬스케어 업체 및 서비스,561020.0,2,1,2,5,5,6,6,6,6,6,6,6
UL,Unilever PLC ADR,"개인, 가정 용품 및 서비스",542010.0,1,3,3,3,1,1,1,1,10,10,1,10
C,Citigroup Inc,은행,551010.0,0,0,1,0,0,5,5,5,5,5,5,5
BA,Boeing Co,우주항공 및 국방,521010.0,0,0,1,0,0,5,5,5,10,10,10,10
GS,Goldman Sachs Group Inc,투자은행 및 서비스,551020.0,1,1,4,4,6,2,2,2,2,2,2,2
DE,Deere & Co,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,7,7,7,3,3,7,7
IBM,International Business Machines Corp,소프트웨어 및 IT서비스,572010.0,2,2,2,2,2,4,4,0,0,0,0,13
BLK,BlackRock Inc,투자은행 및 서비스,551020.0,1,3,4,4,6,7,7,7,3,3,7,7
DEO,Diageo PLC ADR,음료,541010.0,1,3,3,3,6,7,7,7,1,1,1,1
GSK,GlaxoSmithKline PLC ADR,제약,562010.0,0,0,2,5,5,1,6,6,4,11,11,4
CAT,Caterpillar Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,2,3,3,3,3,3,3
ANTM,Anthem Inc,헬스케어 업체 및 서비스,561020.0,1,3,3,3,3,7,7,7,7,1,7,7
BP,BP PLC ADR,오일 및 가스,501020.0,2,0,0,0,0,0,0,9,9,9,9,0
PLD,Prologis Inc,주택 및 상업용 리츠,601020.0,1,3,3,4,3,7,7,7,7,7,7,7
LMT,Lockheed Martin Corp,우주항공 및 국방,521010.0,1,3,3,3,3,1,1,1,1,1,12,12
AMT,American Tower Corp,주택 및 상업용 리츠,601020.0,1,3,3,3,3,7,7,7,7,7,12,12
EL,Estee Lauder Companies Inc Class A,"개인, 가정 용품 및 서비스",542010.0,1,3,3,4,3,7,7,7,7,7,7,7
GE,General Electric Co,복합 기업,544010.0,2,2,2,5,5,4,4,4,4,4,4,4
BTI,British American Tobacco PLC ADR,식품 및 담배,541020.0,2,2,2,2,2,4,4,0,0,0,0,13
EQNR,Equinor ASA ADR,오일 및 가스,501020.0,0,1,1,1,4,5,5,5,5,5,5,5
TGT,Target Corp,다양한 소매업,534020.0,1,3,4,4,6,7,7,7,3,3,7,7
RIO,Rio Tinto PLC ADR,메탈&마이닝,512010.0,1,3,3,3,3,7,3,3,3,7,3,3
SYK,Stryker Corp,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,7,7,7,7,7,12,12
ZTS,Zoetis Inc Class A,제약,562010.0,1,3,3,3,3,7,7,7,7,7,12,12
SPGI,S&P Global Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,7,7,7,7,7,12,12
MO,Altria Group Inc,식품 및 담배,541020.0,2,2,0,2,2,0,4,0,0,0,0,13
MMM,3M Co,복합 기업,544010.0,0,0,0,0,0,5,8,8,8,8,8,8
BAM,Brookfield Asset Management Inc Class A,투자은행 및 서비스,551020.0,1,3,3,4,6,7,7,7,2,3,7,7
BNS,Bank of Nova Scotia,은행,551010.0,0,1,1,1,4,6,8,8,5,8,5,5
CB,Chubb Ltd,보험,553010.0,1,1,4,4,6,2,2,2,2,2,2,2
SE,Sea Ltd ADR,소프트웨어 및 IT서비스,572010.0,1,3,4,4,6,7,7,7,3,3,7,7
PNC,PNC Financial Services Group Inc,은행,551010.0,1,1,4,1,6,2,2,2,2,2,2,2
ENB,Enbridge Inc,오일 및 가스 장비 및 서비스,501030.0,2,2,2,5,5,6,6,6,6,6,6,6
USB,US Bancorp,은행,551010.0,0,1,1,1,4,5,5,5,5,5,5,5
VALE,Vale SA ADR,메탈&마이닝,512010.0,1,3,3,3,1,2,3,3,3,1,3,3
CNI,Canadian National Railway Co,화물 및 물류 서비스,524050.0,1,3,3,3,3,7,7,7,7,7,7,7
TFC,Truist Financial Corp,은행,551010.0,0,1,1,1,4,2,2,2,5,2,2,2
TJX,TJX Companies Inc,다양한 소매업,534020.0,1,3,3,3,3,7,7,7,7,7,12,12
BDX,Becton Dickinson and Co,헬스케어 장비 및 용품,561010.0,1,3,3,3,1,1,1,1,1,10,1,10
MMC,Marsh & McLennan Companies Inc,보험,553010.0,1,3,3,4,3,7,7,7,7,7,7,7
DUK,Duke Energy Corp,전기 유틸리티,591010.0,1,3,3,3,3,7,7,7,1,1,7,7
UBS,UBS Group AG,투자은행 및 서비스,551020.0,2,2,2,5,5,6,8,8,8,8,8,8
BMO,Bank of Montreal,은행,551010.0,1,1,4,1,4,2,2,2,5,2,2,2
CI,Cigna Corp,헬스케어 업체 및 서비스,561020.0,1,3,3,3,3,2,3,3,3,1,3,3
HCA,HCA Healthcare Inc,헬스케어 업체 및 서비스,561020.0,1,3,4,4,6,7,7,7,2,3,7,7
CCI,Crown Castle International Corp,주택 및 상업용 리츠,601020.0,1,3,3,3,3,7,7,7,7,7,12,12
IBN,ICICI Bank Ltd ADR,은행,551010.0,1,3,4,4,6,7,7,7,2,3,7,7
SHW,Sherwin-Williams Co,화학,511010.0,1,3,3,4,3,7,7,7,7,7,7,7
GM,General Motors Co,자동차 및 자동차 부품,531010.0,1,1,4,1,6,2,2,2,2,2,2,2
SO,Southern Co,전기 유틸리티,591010.0,1,3,3,3,3,7,7,7,7,7,12,12
ICE,Intercontinental Exchange Inc,투자은행 및 서비스,551020.0,1,3,3,3,3,7,7,7,7,7,12,12
F,Ford Motor Co,자동차 및 자동차 부품,531010.0,0,1,4,1,4,6,6,6,6,6,6,6
EOG,EOG Resources Inc,오일 및 가스,501020.0,0,0,0,0,0,0,0,9,9,5,9,9
FIS,Fidelity National Information Services Inc,핀테크,573010.0,1,3,3,3,3,1,1,1,7,7,12,12
ITW,Illinois Tool Works Inc,복합 기업,544010.0,1,3,3,4,3,7,7,7,7,7,7,7
CL,Colgate-Palmolive Co,"개인, 가정 용품 및 서비스",542010.0,1,3,4,4,3,3,3,3,3,3,11,11
COF,Capital One Financial Corp,은행,551010.0,1,1,4,4,6,2,2,2,2,2,2,2
SAN,Banco Santander SA ADR,은행,551010.0,2,2,0,2,2,0,0,0,0,0,0,13
NSC,Norfolk Southern Corp,화물 및 물류 서비스,524050.0,1,3,3,3,3,7,7,7,7,7,12,12
D,Dominion Energy Inc,전기 유틸리티,591010.0,1,3,3,3,3,1,1,1,1,11,11,11
FCX,Freeport-McMoRan Inc,메탈&마이닝,512010.0,1,1,4,4,6,2,2,2,2,3,3,3
PSA,Public Storage,주택 및 상업용 리츠,601020.0,1,1,4,4,6,2,2,2,2,3,7,7
AON,Aon PLC Class A,보험,553010.0,1,3,3,3,3,7,7,7,7,7,7,7
CNQ,Canadian Natural Resources Ltd,오일 및 가스,501020.0,0,1,1,1,4,6,8,8,5,6,5,5
NOC,Northrop Grumman Corp,우주항공 및 국방,521010.0,1,3,3,3,1,1,1,1,1,1,1,1
PGR,Progressive Corp,보험,553010.0,1,3,3,3,3,7,7,7,7,7,12,12
SQ,Block Inc Class A,전문 및 상업 서비스,522030.0,1,3,3,4,3,7,3,3,3,7,3,3
MCO,Moody's Corp,전문 및 상업 서비스,522030.0,1,3,3,4,3,7,7,7,7,7,12,12
FDX,FedEx Corp,화물 및 물류 서비스,524050.0,1,1,4,1,4,2,3,3,3,2,3,3
BSX,Boston Scientific Corp,헬스케어 장비 및 용품,561010.0,1,3,3,3,1,1,1,1,1,1,1,1
ETN,Eaton Corporation PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,7,7,7,2,3,7,7
MET,MetLife Inc,보험,553010.0,1,1,4,1,4,2,2,2,2,2,2,2
WM,Waste Management Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,7,7,7,7,7,12,12
GD,General Dynamics Corp,우주항공 및 국방,521010.0,0,0,1,1,4,5,5,8,5,5,5,5
STLA,Stellantis NV,자동차 및 자동차 부품,531010.0,0,1,1,1,4,5,5,5,5,2,5,5
CM,Canadian Imperial Bank of Commerce,은행,551010.0,1,1,4,1,4,2,2,2,2,2,2,2
SLB,Schlumberger NV,오일 및 가스 장비 및 서비스,501030.0,2,2,2,2,2,4,4,0,0,0,0,13
PXD,Pioneer Natural Resources Co,오일 및 가스,501020.0,0,1,1,1,4,6,8,8,8,8,5,9
EMR,Emerson Electric Co,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,2,2,2,2,2,3,3
ING,ING Groep NV ADR,은행,551010.0,2,2,0,2,2,6,8,8,8,8,8,8
E,Eni SpA ADR,오일 및 가스,501020.0,2,0,0,2,0,0,0,9,9,9,9,0
HUM,Humana Inc,헬스케어 업체 및 서비스,561020.0,1,3,3,3,3,7,7,7,7,7,12,12
APD,Air Products and Chemicals Inc,화학,511010.0,1,3,3,3,3,7,7,7,7,7,12,12
KKR,KKR & Co Inc,투자은행 및 서비스,551020.0,1,3,4,4,6,7,7,7,2,3,7,7
EPD,Enterprise Products Partners Units,오일 및 가스 장비 및 서비스,501030.0,2,0,0,0,0,0,0,9,9,9,9,0
ECL,Ecolab Inc,화학,511010.0,1,3,3,3,3,7,7,7,7,7,12,12
VMW,VMware Inc Class A,소프트웨어 및 IT서비스,572010.0,1,3,3,3,1,1,1,1,10,10,1,10
WBK,Westpac Banking Corp ADR,은행,551010.0,2,2,2,2,2,0,4,0,0,0,0,13
TRP,TC Energy Corp,오일 및 가스 장비 및 서비스,501030.0,0,1,1,3,1,1,1,1,1,11,11,11
BK,Bank of New York Mellon Corp,투자은행 및 서비스,551020.0,0,1,1,1,4,5,5,8,5,5,5,5
SCCO,Southern Copper Corp,메탈&마이닝,512010.0,1,3,4,4,6,2,3,3,3,2,3,3
NEM,Newmont Corporation,메탈&마이닝,512010.0,1,3,3,3,3,3,3,3,7,7,12,12
LYG,Lloyds Banking Group PLC ADR,은행,551010.0,2,2,0,2,2,0,4,0,0,0,0,13
AIG,American International Group Inc,보험,553010.0,2,2,2,2,2,6,8,8,8,8,8,9
TRI,Thomson Reuters Corp,전문 및 상업 서비스,522030.0,1,3,3,4,3,7,7,7,7,7,7,7
MPC,Marathon Petroleum Corp,오일 및 가스,501020.0,0,0,1,0,0,5,5,5,5,5,5,5
PANW,Palo Alto Networks Inc,소프트웨어 및 IT서비스,572010.0,1,3,4,4,6,7,7,7,2,3,7,7
CNC,Centene Corp,헬스케어 업체 및 서비스,561020.0,1,3,3,3,3,7,1,1,7,1,12,12
JCI,Johnson Controls International PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,6,2,2,2,2,3,7,7
IQV,IQVIA Holdings Inc,생명과학 및 메디컬 리서치,562020.0,1,3,3,4,3,7,7,7,7,7,7,7
SPG,Simon Property Group Inc,주택 및 상업용 리츠,601020.0,2,2,0,2,2,0,0,9,9,9,9,9
DG,Dollar General Corp,다양한 소매업,534020.0,1,3,3,3,3,7,7,7,7,7,12,12
BCS,Barclays PLC ADR,은행,551010.0,2,2,2,5,5,6,4,4,4,4,4,9
ROP,Roper Technologies Inc,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,7,7,7,7,7,12,12
DELL,Dell Technologies Inc Class C,"컴퓨터, 전화 및 가전제품",571060.0,1,3,4,4,6,7,7,7,2,3,7,7
APH,Amphenol Corp Class A,전자 장비 및 부품,571040.0,1,3,3,4,6,7,7,7,7,3,7,7
PRU,Prudential Financial Inc,보험,553010.0,0,0,1,1,4,6,8,8,8,8,5,5
KMB,Kimberly-Clark Corp,"개인, 가정 용품 및 서비스",542010.0,1,3,3,3,3,3,7,7,7,11,12,12
INFO,IHS Markit Ltd,전문 및 상업 서비스,522030.0,1,3,3,4,3,7,7,7,7,7,7,7
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,은행,551010.0,2,2,2,2,2,6,4,0,8,0,8,13
NTR,Nutrien Ltd,화학,511010.0,0,1,1,1,4,6,6,6,6,6,6,6
SRE,Sempra Energy,복합 유틸리티,591040.0,1,3,3,3,1,1,1,1,1,1,1,1
MSCI,MSCI Inc,전문 및 상업 서비스,522030.0,1,3,3,4,3,7,7,7,7,7,7,7
SU,Suncor Energy Inc,오일 및 가스,501020.0,2,0,0,0,0,0,0,9,9,9,9,0
AFL,Aflac Inc,보험,553010.0,1,3,1,3,1,1,1,1,1,1,1,1
BAX,Baxter International Inc,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,1,1,1,1,1,12,12
ADM,Archer-Daniels-Midland Co,식품 및 담배,541020.0,1,1,4,4,6,2,2,2,2,3,2,2
HSY,Hershey Co,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,7,7,7,7
TRV,Travelers Companies Inc,보험,553010.0,1,1,4,1,1,2,2,2,5,2,2,2
SYY,Sysco Corp,식품 및 약품소매,543010.0,1,3,3,3,1,1,1,1,1,1,1,1
MFC,Manulife Financial Corp,보험,553010.0,0,1,1,1,4,5,8,8,5,8,5,5
GPN,Global Payments Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,1,1,1,7,7,12,12
HLT,Hilton Worldwide Holdings Inc,호텔 및 엔터테인먼트,533010.0,1,3,3,4,6,7,7,7,2,1,7,7
A,Agilent Technologies Inc,헬스케어 장비 및 용품,561010.0,1,3,3,4,6,7,7,7,3,3,7,7
GIS,General Mills Inc,식품 및 담배,541020.0,1,3,4,4,3,3,6,6,6,11,11,11
PSX,Phillips 66,오일 및 가스,501020.0,0,0,0,0,0,5,5,9,9,5,10,0
HPQ,HP Inc,"컴퓨터, 전화 및 가전제품",571060.0,1,1,4,4,6,2,2,2,2,2,2,2
OXY,Occidental Petroleum Corp,오일 및 가스,501020.0,2,2,0,2,2,0,0,0,0,0,0,13
WIT,Wipro Ltd ADR,소프트웨어 및 IT서비스,572010.0,1,1,4,4,6,2,2,2,6,6,2,6
KMI,Kinder Morgan Inc,오일 및 가스 장비 및 서비스,501030.0,2,2,2,5,5,4,4,4,4,4,4,4
APO,Apollo Global Management Inc,투자은행 및 서비스,551020.0,1,3,3,4,3,7,7,7,7,7,7,7
STZ,Constellation Brands Inc Class A,음료,541010.0,0,1,1,1,1,2,2,2,5,2,1,2
STZ,Constellation Brands Inc Class B,음료,541010.0,0,1,1,1,1,2,2,2,5,2,1,2
CRH,CRH PLC ADR,건축 자재,512020.0,1,3,4,4,6,2,2,2,3,3,3,3
DLR,Digital Realty Trust Inc,주택 및 상업용 리츠,601020.0,1,3,3,3,3,7,7,7,7,7,12,12
PH,Parker-Hannifin Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,7,3,3,3,3,3,3
O,Realty Income Corp,주택 및 상업용 리츠,601020.0,1,3,3,3,1,1,1,1,1,1,1,1
RSG,Republic Services Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,7,7,7,7,7,7,7
VLO,Valero Energy Corp,오일 및 가스,501020.0,0,0,1,0,0,5,5,5,9,5,10,5
BSMX,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero,은행,551010.0,2,2,0,2,2,0,0,0,0,0,0,13
WMB,Williams Companies Inc,오일 및 가스 장비 및 서비스,501030.0,2,2,2,5,5,4,4,4,4,4,4,4
DVN,Devon Energy Corp,오일 및 가스,501020.0,2,2,2,5,5,6,4,4,4,6,4,9
MSI,Motorola Solutions Inc,커뮤니케이션 및 네트워킹,571020.0,1,3,3,3,3,7,7,7,7,7,7,7
DFS,Discover Financial Services,은행,551010.0,1,1,4,4,6,2,2,2,2,2,2,2
STT,State Street Corp,투자은행 및 서비스,551020.0,0,1,1,1,4,6,8,8,8,8,8,8
APTV,Aptiv PLC,자동차 및 자동차 부품,531010.0,1,3,4,4,6,2,2,2,3,3,3,3
YUM,Yum! Brands Inc,호텔 및 엔터테인먼트,533010.0,1,3,3,3,3,7,7,1,1,1,1,1
GLW,Corning Inc,전자 장비 및 부품,571040.0,1,3,4,4,6,2,3,3,3,2,3,3
PPG,PPG Industries Inc,화학,511010.0,1,3,4,4,6,2,2,2,3,3,3,3
TT,Trane Technologies PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,4,3,7,7,7,3,3,7,7
TSN,Tyson Foods Inc Class A,식품 및 담배,541020.0,0,1,1,3,1,1,1,1,1,1,1,1
TDG,TransDigm Group Inc,우주항공 및 국방,521010.0,1,3,3,3,3,7,7,7,7,7,12,12
ALL,Allstate Corp,보험,553010.0,1,3,3,3,3,7,7,1,1,1,1,1
WELL,Welltower Inc,주택 및 상업용 리츠,601020.0,0,1,1,1,1,1,6,6,6,6,1,1
LVS,Las Vegas Sands Corp,호텔 및 엔터테인먼트,533010.0,0,0,0,0,0,0,0,9,9,5,10,0
MPLX,MPLX Common Units,오일 및 가스 장비 및 서비스,501030.0,2,2,2,5,5,4,4,4,4,4,4,4
IFF,International Flavors & Fragrances Inc,식품 및 담배,541020.0,0,1,1,1,4,5,5,5,5,2,5,5
AMP,Ameriprise Financial Inc,투자은행 및 서비스,551020.0,1,3,4,4,6,2,2,2,2,3,7,7
CBRE,CBRE Group Inc Class A,부동산 운영 관리,601010.0,1,3,4,4,6,2,2,2,2,3,7,7
LYB,LyondellBasell Industries NV Class A,화학,511010.0,0,1,1,1,4,5,8,8,5,8,5,5
KR,Kroger Co,식품 및 약품소매,543010.0,1,3,4,4,6,3,7,7,2,3,7,7
NUE,Nucor Corp,메탈&마이닝,512010.0,1,1,4,1,6,2,2,2,2,2,2,2
PEG,Public Service Enterprise Group Inc,복합 유틸리티,591040.0,1,3,3,3,1,1,1,1,1,1,1,1
ORAN,Orange SA ADR,통신 서비스,574010.0,2,2,0,2,2,0,0,0,0,0,0,13
DB,Deutsche Bank AG,은행,551010.0,2,2,2,5,5,4,4,4,4,4,4,4
CVE,Cenovus Energy Inc,오일 및 가스,501020.0,2,2,2,5,5,4,6,4,4,6,6,9
ET,Energy Transfer Units,오일 및 가스 장비 및 서비스,501030.0,2,2,0,2,2,4,4,0,0,0,0,13
CMI,Cummins Inc,자동차 및 자동차 부품,531010.0,1,3,3,4,3,3,3,3,3,7,3,3
ARE,Alexandria Real Estate Equities Inc,주택 및 상업용 리츠,601020.0,1,3,3,3,3,7,7,7,7,7,12,12
ROK,Rockwell Automation Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,7,7,7,3,3,7,7
WY,Weyerhaeuser Co,주택 및 상업용 리츠,601020.0,0,1,1,1,4,6,8,8,8,8,8,8
EC,Ecopetrol SA ADR,오일 및 가스,501020.0,0,0,1,0,1,5,5,5,10,10,10,10
FRC,First Republic Bank,은행,551010.0,1,3,4,4,6,7,2,7,2,3,7,7
KEYS,Keysight Technologies Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,4,3,7,7,7,7,7,7,7
HAL,Halliburton Co,오일 및 가스 장비 및 서비스,501030.0,2,2,0,2,2,0,0,0,0,0,0,13
BLL,Ball Corp,용기 및 포장,513020.0,1,3,3,3,3,7,7,7,7,7,12,12
ED,Consolidated Edison Inc,전기 유틸리티,591010.0,0,0,1,0,1,1,1,5,10,10,10,10
HES,Hess Corp,오일 및 가스,501020.0,1,1,4,4,6,2,2,2,2,2,2,2
ES,Eversource Energy,전기 유틸리티,591010.0,1,3,3,3,3,7,7,7,7,7,12,12
WEC,WEC Energy Group Inc,전기 유틸리티,591010.0,1,3,3,3,3,7,7,1,7,7,12,12
OKE,ONEOK Inc,오일 및 가스 장비 및 서비스,501030.0,0,0,1,0,0,5,5,5,9,5,10,5
TWTR,Twitter Inc,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,7,3,3,3,7,3,3
TEF,Telefonica SA ADR,통신 서비스,574010.0,2,2,0,2,2,4,4,0,0,0,0,13
MT,ArcelorMittal SA ADR,메탈&마이닝,512010.0,0,1,1,1,4,6,8,8,8,8,8,8
EFX,Equifax Inc,전문 및 상업 서비스,522030.0,1,3,4,4,6,7,7,7,2,3,7,7
DAL,Delta Air Lines Inc,운송업,524060.0,0,0,0,0,0,0,0,9,9,9,9,0
ALB,Albemarle Corp,화학,511010.0,1,1,4,4,6,2,2,2,2,3,2,2
LUV,Southwest Airlines Co,운송업,524060.0,0,0,1,0,0,5,5,5,9,5,5,5
SWK,Stanley Black & Decker Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,3,4,4,6,2,3,3,3,2,3,3
LH,Laboratory Corporation of America Holdings,헬스케어 업체 및 서비스,561020.0,1,3,4,4,6,2,2,7,2,3,7,7
BIP,Brookfield Infrastructure Partners Units,복합 기업,544010.0,1,3,3,4,3,7,7,7,7,7,7,7
LYV,Live Nation Entertainment Inc,호텔 및 엔터테인먼트,533010.0,1,3,3,4,6,7,7,7,2,1,7,7
HRL,Hormel Foods Corp,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,7,7,12,12
MKC,McCormick & Company Inc,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,7,7,12,12
MKC,McCormick & Company Inc,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,7,7,12,12
MAA,Mid-America Apartment Communities Inc,주택 및 상업용 리츠,601020.0,1,3,4,4,6,7,7,7,2,3,7,7
INVH,Invitation Homes Inc,주택 및 상업용 리츠,601020.0,1,3,4,4,6,7,7,7,2,3,7,7
VMC,Vulcan Materials Co,건축 자재,512020.0,1,3,4,4,6,2,2,2,2,3,7,7
CVNA,Carvana Co Class A,전문품 상점,534030.0,1,3,3,4,3,7,3,7,3,7,7,7
KEY,KeyCorp,은행,551010.0,0,1,1,1,4,5,5,2,5,2,5,5
HIG,Hartford Financial Services Group Inc,보험,553010.0,0,1,1,1,4,2,2,2,5,2,2,2
ZBH,Zimmer Biomet Holdings Inc,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,3,3,3,3,7,3,3
ITUB,Itau Unibanco Holding SA ADR,은행,551010.0,2,0,0,0,0,0,0,9,9,9,9,0
LEN,Lennar Corp Class A,주택건설,532030.0,1,3,4,4,6,7,7,7,3,3,7,7
LEN,Lennar Corp Class B,주택건설,532030.0,1,3,4,4,6,7,7,7,3,3,7,7
IT,Gartner Inc,소프트웨어 및 IT서비스,572010.0,1,3,4,4,6,2,2,2,2,3,7,7
RCL,Royal Caribbean Cruises Ltd,호텔 및 엔터테인먼트,533010.0,0,0,0,0,0,0,0,9,9,9,9,0
RF,Regions Financial Corp,은행,551010.0,0,1,1,1,4,2,2,2,5,2,2,2
MLM,Martin Marietta Materials Inc,건축 자재,512020.0,1,3,4,4,6,2,2,2,2,3,7,7
CHD,Church & Dwight Co Inc,"개인, 가정 용품 및 서비스",542010.0,1,3,3,3,3,7,7,7,7,7,12,12
MTB,M&T Bank Corp,은행,551010.0,0,0,1,0,0,5,5,5,9,5,5,5
FTV,Fortive Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,3,1,1,1,1,1,1,1,1
CFG,Citizens Financial Group Inc,은행,551010.0,0,1,1,1,4,5,5,2,5,2,2,2
RJF,Raymond James Financial Inc,투자은행 및 서비스,551020.0,1,1,4,4,6,2,2,2,2,2,2,2
