Symbol,Name,Industry,IndustryCode,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
CAT,Caterpillar Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,1,1,1,6,1,1,1,1,1,1,1
ANTM,Anthem Inc,헬스케어 업체 및 서비스,561020.0,1,1,1,1,1,1,1,1,1,1,1,1
PLD,Prologis Inc,주택 및 상업용 리츠,601020.0,1,1,1,1,1,1,1,1,1,9,9,8
SPGI,S&P Global Inc,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,1,1,1,8,8,8
BAM,Brookfield Asset Management Inc Class A,투자은행 및 서비스,551020.0,1,1,1,1,6,1,1,1,9,9,9,8
BNS,Bank of Nova Scotia,은행,551010.0,2,0,2,2,5,6,6,6,6,6,6,6
CB,Chubb Ltd,보험,553010.0,1,0,0,5,6,5,5,5,5,5,5,7
PNC,PNC Financial Services Group Inc,은행,551010.0,1,0,0,5,6,5,5,5,5,7,7,7
TFC,Truist Financial Corp,은행,551010.0,2,0,0,4,5,7,7,7,7,7,7,7
MMC,Marsh & McLennan Companies Inc,보험,553010.0,1,1,1,1,1,1,1,1,1,9,9,8
UBS,UBS Group AG,투자은행 및 서비스,551020.0,0,0,2,2,2,4,6,6,4,6,6,6
BMO,Bank of Montreal,은행,551010.0,1,0,0,5,5,5,5,5,5,5,5,5
CI,Cigna Corp,헬스케어 업체 및 서비스,561020.0,1,1,1,1,1,1,1,1,1,1,1,1
IBN,ICICI Bank Ltd ADR,은행,551010.0,1,1,1,1,6,1,1,9,9,9,9,9
ICE,Intercontinental Exchange Inc,투자은행 및 서비스,551020.0,1,1,1,1,1,1,1,1,1,8,8,8
FIS,Fidelity National Information Services Inc,핀테크,573010.0,1,1,1,1,1,1,8,8,8,8,8,13
COF,Capital One Financial Corp,은행,551010.0,1,0,0,5,6,5,5,5,5,5,5,5
SAN,Banco Santander SA ADR,은행,551010.0,0,3,3,3,3,3,3,3,3,3,3,3
AON,Aon PLC Class A,보험,553010.0,1,1,1,1,1,1,1,1,1,1,1,8
PGR,Progressive Corp,보험,553010.0,1,1,1,1,1,1,8,1,1,8,8,8
SQ,Block Inc Class A,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,1,1,1,9,9,8
MCO,Moody's Corp,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,1,1,1,8,8,8
MET,MetLife Inc,보험,553010.0,1,0,0,5,5,5,5,5,5,5,5,5
CM,Canadian Imperial Bank of Commerce,은행,551010.0,1,0,0,5,5,5,5,5,5,5,5,5
ING,ING Groep NV ADR,은행,551010.0,0,3,2,2,2,6,6,6,10,10,10,10
HUM,Humana Inc,헬스케어 업체 및 서비스,561020.0,1,1,1,1,1,1,8,1,1,8,8,8
KKR,KKR & Co Inc,투자은행 및 서비스,551020.0,1,1,1,1,6,1,1,9,9,9,9,9
WBK,Westpac Banking Corp ADR,은행,551010.0,0,3,3,3,3,4,4,4,4,4,4,4
BK,Bank of New York Mellon Corp,투자은행 및 서비스,551020.0,2,2,2,2,2,6,6,6,6,6,2,2
LYG,Lloyds Banking Group PLC ADR,은행,551010.0,0,3,3,3,3,4,4,4,4,4,4,4
AIG,American International Group Inc,보험,553010.0,0,3,2,3,2,0,0,0,10,10,10,10
CNC,Centene Corp,헬스케어 업체 및 서비스,561020.0,1,1,1,1,1,1,8,1,1,1,1,1
BCS,Barclays PLC ADR,은행,551010.0,0,3,3,3,3,4,4,4,4,4,4,4
PRU,Prudential Financial Inc,보험,553010.0,2,2,2,2,2,6,6,6,6,6,10,10
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,은행,551010.0,0,3,3,3,3,4,4,4,4,4,4,4
MSCI,MSCI Inc,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,1,1,1,9,9,8
AFL,Aflac Inc,보험,553010.0,1,1,4,4,1,7,7,7,7,1,1,1
TRV,Travelers Companies Inc,보험,553010.0,1,0,0,5,5,7,7,7,7,7,7,7
MFC,Manulife Financial Corp,보험,553010.0,2,0,2,2,5,6,6,6,6,6,6,6
GPN,Global Payments Inc,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,8,8,8,8,8,13
APO,Apollo Global Management Inc,투자은행 및 서비스,551020.0,1,1,1,1,1,1,1,1,1,9,9,8
DFS,Discover Financial Services,은행,551010.0,1,0,0,5,6,5,5,5,5,5,5,5
STT,State Street Corp,투자은행 및 서비스,551020.0,2,0,2,2,2,6,6,6,6,6,6,6
ALL,Allstate Corp,보험,553010.0,1,1,1,1,1,1,8,1,1,1,1,1
AMP,Ameriprise Financial Inc,투자은행 및 서비스,551020.0,1,1,1,5,6,5,1,9,9,9,9,9
DB,Deutsche Bank AG,은행,551010.0,0,3,3,3,3,4,4,4,4,4,4,4
AJG,Arthur J Gallagher & Co,보험,553010.0,1,1,1,1,1,1,1,1,1,9,9,8
SLF,Sun Life Financial Inc,보험,553010.0,1,1,1,5,6,5,1,9,9,1,1,9
WY,Weyerhaeuser Co,주택 및 상업용 리츠,601020.0,2,0,0,2,5,6,6,6,6,6,6,6
FRC,First Republic Bank,은행,551010.0,1,1,1,1,6,5,1,9,9,9,9,9
EFX,Equifax Inc,전문 및 상업 서비스,522030.0,1,1,1,1,6,1,1,9,9,9,9,9
EXR,Extra Space Storage Inc,주택 및 상업용 리츠,601020.0,1,1,1,1,6,1,1,9,9,9,9,9
KEY,KeyCorp,은행,551010.0,2,0,0,2,5,6,7,7,6,7,7,7
HIG,Hartford Financial Services Group Inc,보험,553010.0,2,0,0,5,5,5,5,5,5,7,7,7
ITUB,Itau Unibanco Holding SA ADR,은행,551010.0,0,3,3,0,3,3,3,3,3,3,12,12
LEN,Lennar Corp Class A,주택건설,532030.0,1,1,1,1,6,1,1,9,9,9,9,9
LEN,Lennar Corp Class B,주택건설,532030.0,1,1,1,1,6,1,1,9,9,9,9,9
RF,Regions Financial Corp,은행,551010.0,2,0,0,5,5,7,7,7,7,7,7,7
MTB,M&T Bank Corp,은행,551010.0,2,2,2,2,2,2,2,2,2,2,2,2
CFG,Citizens Financial Group Inc,은행,551010.0,2,0,0,5,5,6,7,7,7,7,7,7
ARES,Ares Management Corp Class A,투자은행 및 서비스,551020.0,1,1,1,1,6,1,1,9,9,9,9,8
RJF,Raymond James Financial Inc,투자은행 및 서비스,551020.0,1,0,0,5,6,5,5,5,5,5,5,9
CS,Credit Suisse Group AG ADR,은행,551010.0,0,3,3,3,3,4,4,4,4,4,4,4
SYF,Synchrony Financial,은행,551010.0,1,0,0,5,5,5,5,5,5,5,5,5
KB,KB Financial Group Inc ADR,은행,551010.0,2,2,2,2,2,6,6,6,6,6,6,6
DRE,Duke Realty Corp,주택 및 상업용 리츠,601020.0,1,1,1,1,6,1,1,1,1,9,9,8
TRU,TransUnion,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,8,1,1,8,8,8
BBD,Banco Bradesco SA ADR,은행,551010.0,0,3,3,0,3,3,3,3,3,3,12,12
BRO,Brown & Brown Inc,보험,553010.0,1,1,1,1,1,1,1,1,1,9,9,8
SHG,Shinhan Financial Group Co Ltd ADR,은행,551010.0,0,3,3,0,3,3,3,3,3,3,3,3
IP,International Paper Co,용기 및 포장,513020.0,2,0,2,2,2,6,6,6,6,6,6,6
MOH,Molina Healthcare Inc,헬스케어 업체 및 서비스,561020.0,1,1,1,1,1,1,1,1,1,9,9,8
NVR,NVR Inc,주택건설,532030.0,1,1,1,1,1,1,1,1,1,1,1,8
MKL,Markel Corp,보험,553010.0,1,0,4,4,4,7,7,7,7,7,7,7
BR,Broadridge Financial Solutions Inc,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,8,1,1,1,1,8
ALLY,Ally Financial Inc,은행,551010.0,1,1,1,5,6,5,1,9,9,9,9,9
BEN,Franklin Resources Inc,투자은행 및 서비스,551020.0,0,3,3,3,3,4,4,4,4,4,4,4
L,Loews Corp,보험,553010.0,2,0,0,4,5,7,7,7,7,7,7,7
BAP,Credicorp Ltd,은행,551010.0,0,2,3,0,4,3,3,3,3,3,12,12
FNF,Fidelity National Financial Inc,보험,553010.0,1,1,1,4,1,7,7,7,7,1,1,1
LNC,Lincoln National Corp,보험,553010.0,2,2,2,2,2,6,6,6,10,10,10,10
CMA,Comerica Inc,은행,551010.0,2,2,2,2,2,2,2,2,2,2,2,2
CNA,CNA Financial Corp,보험,553010.0,2,2,2,2,2,2,2,2,2,2,2,2
RE,Everest Re Group Ltd,보험,553010.0,2,0,4,4,4,7,7,7,7,7,7,7
AFG,American Financial Group Inc,보험,553010.0,2,0,0,5,5,7,7,7,7,7,7,7
AEG,Aegon NV ADR,보험,553010.0,0,3,3,3,2,4,4,4,10,10,10,10
CUBE,CubeSmart,주택 및 상업용 리츠,601020.0,1,1,1,5,6,5,1,9,9,9,9,9
WBS,Webster Financial Corp,은행,551010.0,2,2,2,2,2,2,2,2,2,2,2,2
NLY,Annaly Capital Management Inc,주택 및 상업용 리츠,601020.0,0,3,3,3,3,3,3,3,3,3,3,3
GL,Globe Life Inc,보험,553010.0,1,1,4,4,1,7,7,7,7,11,11,11
REXR,Rexford Industrial Realty Inc,주택 및 상업용 리츠,601020.0,1,1,1,1,1,1,1,1,1,1,1,8
BCH,Banco de Chile ADR,은행,551010.0,0,3,3,0,3,3,3,3,3,3,12,12
IVZ,Invesco Ltd,투자은행 및 서비스,551020.0,0,3,3,3,3,4,4,4,4,4,4,4
SCI,Service Corporation International,"개인, 가정 용품 및 서비스",542010.0,1,1,1,1,1,1,1,1,1,1,1,1
BKI,Black Knight Inc,소프트웨어 및 IT서비스,572010.0,1,1,1,1,1,1,8,1,1,8,8,8
WAL,Western Alliance Bancorp,은행,551010.0,1,0,0,5,6,5,5,5,5,5,5,9
FHN,First Horizon Corp,은행,551010.0,2,2,2,2,2,6,6,6,10,10,10,10
CFR,Cullen/Frost Bankers Inc,은행,551010.0,2,0,0,5,5,7,7,7,7,7,7,7
BSAC,Banco Santander-Chile ADR,은행,551010.0,0,2,3,0,2,3,3,3,3,3,12,12
AIZ,Assurant Inc,보험,553010.0,1,1,1,1,1,1,1,1,1,9,9,8
Y,Alleghany Corp,보험,553010.0,2,2,4,4,4,7,7,7,7,11,11,11
JEF,Jefferies Financial Group Inc,투자은행 및 서비스,551020.0,1,0,0,5,6,5,5,5,5,5,5,5
EQT,EQT Corp,오일 및 가스,501020.0,0,3,3,3,3,4,4,4,4,4,4,4
G,Genpact Ltd,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,1,1,1,1,1,8
BERY,Berry Global Group Inc,용기 및 포장,513020.0,1,0,0,5,5,5,5,5,5,5,5,7
SF,Stifel Financial Corp,투자은행 및 서비스,551020.0,1,1,0,5,6,5,1,9,9,9,9,9
ORI,Old Republic International Corp,보험,553010.0,2,0,0,4,5,7,7,7,7,7,7,7
WU,Western Union Co,전문 및 상업 서비스,522030.0,1,1,1,1,1,1,8,8,8,8,8,13
VOYA,Voya Financial Inc,투자은행 및 서비스,551020.0,1,1,1,1,1,1,1,1,1,1,1,1
FAF,First American Financial Corp,보험,553010.0,1,1,1,1,1,7,7,7,7,1,1,1
