Symbol,Name,Industry,IndustryCode,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
LEN,Lennar Corp Class A,주택건설,532030.0,0,0,0,0,0,0,0,0,0,0,0,0
LEN,Lennar Corp Class B,주택건설,532030.0,0,0,0,0,0,0,0,0,0,0,0,0
MTB,M&T Bank Corp,은행,551010.0,2,2,1,1,1,1,1,1,1,1,1,1
CFG,Citizens Financial Group Inc,은행,551010.0,1,1,1,1,1,1,1,1,1,1,1,1
SUI,Sun Communities Inc,주택 및 상업용 리츠,601020.0,0,3,4,4,4,7,7,7,7,7,7,7
ESS,Essex Property Trust Inc,주택 및 상업용 리츠,601020.0,1,3,3,3,3,4,8,8,8,8,8,8
VTR,Ventas Inc,주택 및 상업용 리츠,601020.0,2,2,2,2,6,5,5,5,5,5,5,5
UDR,UDR Inc,주택 및 상업용 리츠,601020.0,1,3,3,3,3,4,8,8,8,8,8,8
NVR,NVR Inc,주택건설,532030.0,0,0,4,4,4,7,7,7,7,7,7,7
CPT,Camden Property Trust,주택 및 상업용 리츠,601020.0,0,3,3,3,3,4,4,4,4,4,4,4
W,Wayfair Inc Class A,다양한 소매업,534020.0,0,0,4,4,4,7,7,7,7,7,7,7
ELS,Equity LifeStyle Properties Inc,주택 및 상업용 리츠,601020.0,0,3,4,4,4,7,7,7,7,7,7,7
AMH,American Homes 4 Rent Class A,주택 및 상업용 리츠,601020.0,0,0,4,0,0,0,4,4,4,4,4,4
MAS,Masco Corp,주택건설,532030.0,0,0,4,4,4,7,7,7,7,7,7,7
FNF,Fidelity National Financial Inc,보험,553010.0,1,3,3,3,3,3,3,3,3,3,3,3
BLDR,Builders FirstSource Inc,주택건설,532030.0,0,0,0,0,0,0,0,0,0,0,0,0
